protein,pfam_name,pfam_accession,evalue,score
NP_416930.1,Amidase_3,PF01520,6.9e-51,173.3
NP_416931.1,Coprogen_oxidas,PF01218,8.6e-135,448.7
NP_416932.1,HTH_18,PF12833,4.7e-20,72.3
NP_416932.1,HTH_AraC,PF00165,9.8e-19,67.6
NP_416933.4,EutK_C,PF16365,9.5e-26,90.1
NP_416933.4,BMC,PF00936,5.4e-22,78.1
NP_416934.1,BMC,PF00936,1.5e-16,60.7
NP_416935.1,EutC,PF05985,1.7e-81,273.6
NP_416936.4,EutB,PF06751,2.5e-205,683.0
NP_416937.2,Phage_int_M,PF22022,2.8e-29,101.8
NP_416937.2,Arm-DNA-bind_3,PF13356,4.2e-23,81.8
NP_416937.2,Phage_integrase,PF00589,4.2e-21,76.1
NP_416937.2,Phage_int_SAM_3,PF14659,5.5e-05,23.9
NP_416941.1,Sf6_terminase,PF20901,2.5e-09,37.7
NP_416946.1,EutA,PF06277,9.1e-180,599.2
NP_416947.1,EutH,PF04346,1.5e-135,452.5
NP_416948.4,ADH_Fe_C,PF25137,1.2e-69,234.5
NP_416948.4,Fe-ADH,PF00465,3.3e-44,151.0
NP_416948.4,Fe-ADH_2,PF13685,4.9e-10,40.2
NP_416949.1,FtsA,PF14450,1.3e-10,42.3
NP_416949.1,PilM_2,PF11104,8.9e-07,28.7
NP_416949.1,MreB_Mbl,PF06723,1.5e-06,27.9
NP_416950.1,Aldedh,PF00171,3.4e-31,108.9
NP_416951.1,EutN_CcmL,PF03319,1.9e-30,105.8
NP_416952.2,BMC,PF00936,2.6e-29,101.6
NP_416953.1,PTA_PTB,PF01515,2.8e-125,418.5
NP_416954.1,Cob_adeno_trans,PF01923,2.8e-13,50.8
NP_416955.1,EutQ,PF06249,5.8e-70,234.5
NP_416955.1,Cupin_3,PF05899,2.7e-08,34.0
NP_416956.1,PduV-EutP,PF10662,1.4e-29,103.4
NP_416956.1,MMR_HSR1,PF01926,0.00011,22.9
NP_416957.4,BMC,PF00936,7.2e-12,45.7
NP_416958.1,PTA_PTB,PF01515,2.8e-104,349.5
NP_416958.1,malic,PF00390,4.3e-32,112.0
NP_416958.1,Malic_M,PF03949,6.3e-20,72.1
NP_416959.1,TAL_FSA,PF00923,4.1e-98,328.8
NP_416960.1,Transketolase_N,PF00456,7e-173,574.8
NP_416960.1,Transket_pyr,PF02779,1.1e-55,188.5
NP_416960.1,Transketolase_C_1,PF22613,1e-41,142.3
NP_416960.1,Transketolase_C,PF02780,1.5e-21,77.2
NP_416961.1,DUF1176,PF06674,6.1e-109,365.1
NP_416962.1,NudK_N,PF27456,1.1e-15,57.6
NP_416962.1,NUDIX,PF00293,9.7e-11,42.4
NP_416963.1,Fer4_20,PF14691,7.1e-38,129.5
NP_416963.1,Pyr_redox_2,PF07992,1e-23,84.8
NP_416963.1,Pyr_redox,PF00070,4.6e-12,46.9
NP_416963.1,Fer4_6,PF12837,1.1e-10,41.5
NP_416963.1,Fer4_9,PF13187,1.5e-09,38.3
NP_416963.1,Fer4_11,PF13247,3.9e-09,37.2
NP_416963.1,NAD_binding_8,PF13450,1.7e-08,35.2
NP_416963.1,Pyr_redox_3,PF13738,3.5e-08,33.7
NP_416963.1,Fer4_7,PF12838,1.1e-07,32.8
NP_416963.1,Fer4_10,PF13237,4.6e-07,30.3
NP_416963.1,Fer4,PF00037,1.8e-06,28.1
NP_416963.1,FAD_binding_3,PF01494,3.1e-06,27.2
NP_416963.1,Fer4_2,PF12797,1.5e-05,25.3
NP_416963.1,NAD_binding_7,PF13241,0.00019,22.5
NP_416964.1,PilJ,PF13675,3e-21,76.2
NP_416964.1,HisKA_3,PF07730,5.5e-17,62.7
NP_416964.1,HATPase_c,PF02518,3.4e-14,53.8
NP_416964.1,HAMP,PF00672,4e-13,50.0
NP_416965.1,ACR_tran,PF00873,0.0,1445.4
NP_416965.1,MMPL,PF03176,1.7e-11,44.3
NP_416965.1,SecD_SecF_C,PF02355,2.8e-08,34.0
NP_416966.1,ArsC,PF03960,5.5e-22,78.5
NP_416967.1,Peptidase_M20,PF01546,1.3e-46,159.8
NP_416967.1,M20_dimer,PF07687,1.5e-28,99.5
NP_416968.2,Abhydrolase_2,PF02230,2.1e-59,201.6
NP_416968.2,DLH,PF01738,6.8e-11,42.8
NP_416968.2,Peptidase_S9,PF00326,5.5e-06,26.6
NP_416969.1,NAT10_TcmA_helicase,PF05127,1.7e-44,152.4
NP_416969.1,tRNA_bind_3,PF17176,1.9e-44,151.4
NP_416969.1,TmcA_N,PF08351,1.4e-39,135.7
NP_416969.1,GNAT_acetyltr_2,PF13718,2e-21,77.1
NP_416969.1,Acetyltransf_10,PF13673,6.1e-07,30.1
NP_416969.1,AAA_30,PF13604,4.2e-06,27.2
NP_416970.1,Zn_peptidase,PF04228,9.1e-150,498.6
NP_416971.1,SAICAR_synt,PF01259,5.4e-76,256.0
NP_416972.4,Lipoprotein_18,PF06804,1.6e-111,372.9
NP_416973.1,DHDPS,PF00701,5.8e-127,423.0
NP_416974.4,ACT_6,PF13740,1.7e-26,92.5
NP_416974.4,ACT,PF01842,7.6e-08,32.6
NP_416974.4,ACT_4,PF13291,3.6e-06,28.1
NP_416975.1,AhpC-TSA,PF00578,1.5e-41,141.8
NP_416975.1,Redoxin,PF08534,1.7e-26,93.4
NP_416975.1,SCO1-SenC,PF02630,8.8e-06,26.3
NP_416976.4,Fer4_7,PF12838,9.6e-14,52.2
NP_416976.4,Fer4_9,PF13187,3.5e-12,46.8
NP_416976.4,Fer4_16,PF13484,1.3e-11,45.6
NP_416976.4,Fer4,PF00037,9.6e-12,44.8
NP_416976.4,Fer4_10,PF13237,6.2e-11,42.6
NP_416976.4,Fer4_6,PF12837,3.3e-10,40.0
NP_416976.4,LdpA_Fe-S-bd,PF25160,1.9e-09,37.8
NP_416976.4,Fer4_11,PF13247,3.1e-07,31.1
NP_416976.4,Fer4_8,PF13183,2.8e-06,28.4
NP_416976.4,Fer4_3,PF12798,3.8e-06,27.9
NP_416976.4,Fer4_2,PF12797,9.3e-06,25.9
NP_416976.4,Fer4_4,PF12800,3.1e-05,24.5
NP_416976.4,Fer4_17,PF13534,0.00024,22.2
NP_416977.1,Proton_antipo_M,PF00361,2e-53,182.1
NP_416978.4,NADHdh,PF00146,1.1e-58,199.5
NP_416979.1,Proton_antipo_M,PF00361,3.6e-54,184.6
NP_416979.1,Proton_antipo_N,PF00662,1e-07,32.3
NP_416980.1,Oxidored_q2,PF00420,8.9e-18,64.4
NP_416981.1,Proton_antipo_M,PF00361,3.9e-56,191.0
NP_416981.1,Proton_antipo_N,PF00662,5.3e-06,26.8
NP_416982.1,Complex1_49kDa,PF00346,1.2e-37,130.0
NP_416982.1,Complex1_30kDa,PF00329,4.2e-24,86.0
NP_416982.1,NiFeSe_Hases,PF00374,1.7e-14,54.3
NP_416983.1,Fer4_7,PF12838,3.7e-13,50.3
NP_416983.1,Fer4,PF00037,1e-12,47.8
NP_416983.1,Fer4_9,PF13187,1.9e-08,34.8
NP_416984.1,Oxidored_q6,PF01058,5.3e-24,85.0
NP_416985.4,HycH,PF07450,1e-56,191.4
NP_416986.4,Sigma54_activat,PF00158,4.9e-75,251.4
NP_416986.4,AAA_lid_14,PF25601,5.4e-23,81.2
NP_416986.4,Sigma54_activ_2,PF14532,4.1e-18,66.6
NP_416986.4,GAF,PF01590,5.7e-13,50.1
NP_416986.4,GAF_2,PF13185,8.8e-12,46.0
NP_416986.4,AAA_5,PF07728,3.1e-07,31.1
NP_416986.4,Mg_chelatase,PF01078,9.4e-06,25.7
NP_416986.4,AAA,PF00004,0.0002,22.4
NP_416987.1,Form_Nir_trans,PF01226,2.3e-64,217.6
NP_416988.1,AI-2E_transport,PF01594,5.4e-88,296.1
NP_416989.1,Peptidase_M48,PF01435,1.6e-31,110.2
NP_416989.1,TPR_19,PF14559,6.8e-14,52.5
NP_416989.1,TPR_14,PF13428,2.5e-08,34.4
NP_416990.1,ArsC,PF03960,2.3e-26,92.5
NP_416990.1,Glutaredoxin,PF00462,2.2e-05,25.2
NP_416991.2,Hda_lid,PF22688,1.5e-29,102.4
NP_416991.2,Bac_DnaA,PF00308,1e-09,39.4
NP_416992.1,Xan_ur_permease,PF00860,1.9e-111,373.1
NP_416993.2,UPRTase,PF14681,8.6e-69,231.7
NP_416993.2,Pribosyltran,PF00156,1.7e-13,50.7
NP_416994.1,AIRS_C,PF02769,2.1e-42,145.5
NP_416994.1,AIRS,PF00586,1.8e-24,86.9
NP_416995.1,Formyl_trans_N,PF00551,3.6e-70,236.0
NP_416996.1,PP_kinase_C_1,PF17941,7e-74,247.5
NP_416996.1,PP_kinase_C,PF13090,6.3e-68,228.2
NP_416996.1,PP_kinase,PF02503,4.8e-46,157.3
NP_416996.1,PP_kinase_N,PF13089,6.9e-30,104.1
NP_416996.1,PLDc_2,PF13091,8.6e-15,55.3
NP_416997.1,Ppx-GppA,PF02541,8.8e-110,367.2
NP_416997.1,Ppx-GppA_III,PF21447,7.4e-64,215.4
NP_416998.1,MASE1,PF05231,5.2e-71,239.8
NP_416998.1,EAL,PF00563,4.2e-71,239.7
NP_416999.1,DUF2633,PF11119,4e-28,97.6
NP_417000.1,Gly-zipper_YMGG,PF13441,1.8e-07,31.6
NP_417000.1,Rick_17kDa_Anti,PF05433,2.6e-07,31.0
NP_417001.1,DUF5384,PF17358,8.3e-62,208.2
NP_417002.1,GATase,PF00117,4.2e-47,160.9
NP_417002.1,GMP_synt_C,PF00958,1.1e-43,147.8
NP_417002.1,NAD_synthase,PF02540,4.9e-09,36.3
NP_417002.1,Peptidase_C26,PF07722,2.1e-08,34.8
NP_417002.1,tRNA_Me_trans,PF03054,6.6e-06,26.5
NP_417003.1,IMPDH,PF00478,8e-163,541.9
NP_417003.1,CBS,PF00571,3.9e-19,69.3
NP_417003.1,NMO,PF03060,7.1e-11,42.7
NP_417003.1,FMN_dh,PF01070,8.3e-09,35.5
NP_417004.1,Exonuc_VII_L,PF02601,4.1e-117,391.8
NP_417004.1,tRNA_anti_2,PF13742,2.4e-35,121.3
NP_417004.1,tRNA_anti-codon,PF01336,1e-13,51.6
NP_417005.2,Zn_ribbon_6,PF07191,8.5e-29,100.0
NP_417006.2,MMR_HSR1,PF01926,1.3e-61,206.3
NP_417006.2,FeoB_N,PF02421,8.2e-31,107.2
NP_417006.2,KH_dom-like,PF14714,1.7e-27,96.1
NP_417006.2,GTP_EFTU,PF00009,1.8e-22,80.4
NP_417006.2,Dynamin_N,PF00350,4e-11,43.8
NP_417006.2,AIG1,PF04548,3e-09,37.1
NP_417006.2,RsgA_GTPase,PF03193,1.3e-08,35.4
NP_417006.2,Ras,PF00071,9.3e-06,25.9
NP_417006.2,cobW,PF02492,0.00013,22.3
NP_417007.1,PQQ_2,PF13360,1.4e-64,218.6
NP_417007.1,PQQ,PF01011,1.7e-14,54.0
NP_417007.1,Beta-prop_EMC1_N,PF25293,1.4e-12,48.3
NP_417008.1,TPR_21,PF09976,2.9e-51,174.5
NP_417009.1,tRNA-synt_His,PF13393,3.4e-40,138.7
NP_417009.1,tRNA-synt_2b,PF00587,2.6e-36,125.9
NP_417009.1,HGTP_anticodon,PF03129,9.6e-11,42.3
NP_417010.1,GcpE,PF04551,9.8e-109,363.2
NP_417010.1,GcpE_C,PF26540,1.2e-26,93.1
NP_417011.1,RodZ_C,PF13464,2.2e-24,85.8
NP_417011.1,HTH_25,PF13413,2.5e-14,53.4
NP_417011.1,HTH_3,PF01381,4.6e-08,33.6
NP_417011.1,HTH_31,PF13560,6.5e-08,33.4
NP_417012.1,RlmN_N,PF21016,3.6e-32,110.5
NP_417012.1,Radical_SAM,PF04055,6.2e-19,69.4
NP_417013.1,NDK,PF00334,3.5e-56,189.4
NP_417014.1,Transgly,PF00912,1.2e-51,175.2
NP_417014.1,BiPBP_C,PF06832,1.4e-17,63.9
NP_417014.1,Transpeptidase,PF00905,3.2e-12,46.9
NP_417015.1,A2M_bMG2,PF21142,3.5e-51,172.7
NP_417015.1,bMG1,PF17970,2.5e-48,163.0
NP_417015.1,bMG5,PF17972,6.2e-40,137.0
NP_417015.1,CUB_A2MG,PF21765,4.6e-27,94.8
NP_417015.1,bMG6,PF17962,6.2e-26,91.3
NP_417015.1,bMG3,PF11974,5.8e-25,87.8
NP_417015.1,MG2,PF01835,9.2e-24,84.2
NP_417015.1,bMG10,PF17973,1.9e-23,83.6
NP_417015.1,A2M_BRD,PF07703,5.5e-17,63.0
NP_417015.1,TED_complement,PF07678,4.7e-08,33.1
NP_417015.1,A2M,PF00207,1.2e-07,32.0
NP_417016.4,Rhodanese,PF00581,2.5e-33,115.1
NP_417017.4,SseB_C,PF14581,1.1e-31,109.8
NP_417017.4,SseB,PF07179,4.4e-27,95.3
NP_417018.4,Peptidase_M17,PF00883,2.8e-104,349.4
NP_417018.4,DUF3663,PF12404,1.2e-35,121.7
NP_417019.1,Fe-S_assembly,PF04384,4.7e-32,111.0
NP_417020.1,Fer2,PF00111,1.3e-15,57.6
NP_417020.1,Fer2_4,PF13510,0.0001,22.9
NP_417021.1,HSP70,PF00012,4.1e-209,696.3
NP_417021.1,MreB_Mbl,PF06723,2.7e-17,63.2
NP_417022.1,HSCB_C,PF07743,4.3e-18,66.0
NP_417023.1,Fe-S_biosyn,PF01521,1.4e-26,93.4
NP_417024.1,NifU_N,PF01592,2.7e-55,186.5
NP_417026.1,Rrf2,PF02082,2e-38,132.1
NP_417027.1,SpoU_methylase,PF00588,7e-28,98.1
NP_417028.1,Inositol_P,PF00459,1e-77,261.9
NP_417029.4,Hydrolase_4,PF12146,5.6e-19,69.0
NP_417029.4,Abhydrolase_1,PF00561,9.3e-17,62.1
NP_417029.4,Abhydrolase_6,PF12697,5.9e-09,37.5
NP_417029.4,Peptidase_S9,PF00326,9.1e-08,32.5
NP_417029.4,BD-FAE,PF20434,3.8e-07,30.4
NP_417029.4,FSH1,PF03959,0.00031,21.1
NP_417030.2,PRD,PF00874,9.7e-25,87.3
NP_417031.1,MFS_1_like,PF12832,3.8e-52,178.2
NP_417031.1,MFS_1,PF07690,3e-18,66.4
NP_417031.1,LacY_symp,PF01306,1.4e-12,47.8
NP_417032.1,LysR_substrate,PF03466,7.5e-47,160.0
NP_417032.1,HTH_1,PF00126,5.1e-24,84.6
NP_417033.1,Ring_hydroxyl_A,PF00848,1.3e-33,117.2
NP_417033.1,Rieske,PF00355,3.9e-19,68.9
NP_417034.1,Ring_hydroxyl_B,PF00866,2.8e-52,177.2
NP_417035.1,Rieske,PF00355,4e-19,68.9
NP_417035.1,Rieske_2,PF13806,1.8e-11,44.5
NP_417036.1,adh_short,PF00106,7.1e-40,137.2
NP_417036.1,adh_short_C2,PF13561,8.3e-31,107.9
NP_417036.1,KR,PF08659,8.5e-05,23.1
NP_417037.1,Pyr_redox_2,PF07992,2.4e-58,198.4
NP_417037.1,Reductase_C,PF14759,2.4e-21,76.6
NP_417037.1,Pyr_redox,PF00070,2.8e-18,66.8
NP_417037.1,NAD_binding_8,PF13450,2.6e-07,31.4
NP_417037.1,DAO,PF01266,2.1e-07,31.4
NP_417037.1,Lycopene_cycl,PF05834,9.4e-07,28.8
NP_417037.1,NAD_binding_7,PF13241,4.6e-06,27.7
NP_417037.1,NAD_binding_9,PF13454,1.9e-05,25.3
NP_417037.1,Lys_Orn_oxgnase,PF13434,7.3e-05,22.6
NP_417038.4,DoxX,PF07681,2.2e-20,73.6
NP_417038.4,SURF4,PF02077,8.1e-08,32.8
NP_417039.1,Aldose_epim,PF01263,3.6e-55,188.1
NP_417040.2,ADH_zinc_N,PF00107,1.6e-26,93.4
NP_417040.2,ADH_N,PF08240,5.7e-25,88.2
NP_417040.2,Glu_dehyd_C,PF16912,1e-09,38.8
NP_417040.2,ADH_zinc_N_2,PF13602,4.2e-06,28.3
NP_417041.1,BPD_transp_2,PF02653,2.7e-36,125.7
NP_417042.1,ABC_tran,PF00005,3.6e-59,199.9
NP_417042.1,AAA_21,PF13304,5.1e-09,37.1
NP_417043.1,Peripla_BP_4,PF13407,2.3e-33,116.4
NP_417043.1,Peripla_BP_1,PF00532,1.3e-16,61.6
NP_417044.4,DUF5107,PF17128,1.6e-55,188.8
NP_417044.4,TPR_16,PF13432,5.2e-15,56.1
NP_417044.4,TPR_2,PF07719,3.3e-11,43.0
NP_417044.4,TPR_14,PF13428,1.1e-10,41.7
NP_417044.4,TPR_1,PF00515,1.5e-10,41.0
NP_417044.4,TPR_8,PF13181,3e-06,27.5
NP_417045.4,ROK,PF00480,1.7e-32,113.7
NP_417046.1,SHMT,PF00464,3.6e-187,622.4
NP_417046.1,Aminotran_1_2,PF00155,5.3e-10,39.6
NP_417047.1,NAD_binding_1,PF00175,3.7e-19,70.0
NP_417047.1,Globin,PF00042,4.3e-18,66.5
NP_417047.1,FAD_binding_6,PF00970,4.4e-07,30.8
NP_417048.1,P-II,PF00543,1.4e-35,122.3
NP_417049.1,Sigma54_activat,PF00158,1.2e-73,246.9
NP_417049.1,Response_reg,PF00072,8.2e-32,110.3
NP_417049.1,AAA_lid_14,PF25601,6e-22,77.9
NP_417049.1,Sigma54_activ_2,PF14532,5.6e-18,66.2
NP_417049.1,AAA_5,PF07728,4.6e-06,27.3
NP_417050.1,Lipoprotein_20,PF13942,1.7e-80,269.7
NP_417051.2,HATPase_c,PF02518,1.1e-20,74.8
NP_417051.2,HisKA,PF00512,1.4e-17,64.0
NP_417051.2,HAMP,PF00672,2.3e-05,25.2
NP_417053.2,SLT,PF01464,5.1e-23,81.4
NP_417053.2,SBP_bac_3,PF00497,9.7e-21,74.5
NP_417054.2,dCMP_cyt_deam_1,PF00383,4.2e-32,110.7
NP_417054.2,MafB19-deam,PF14437,8.6e-32,110.4
NP_417055.4,HAD,PF12710,1.5e-14,55.4
NP_417056.2,SIS,PF01380,2.5e-32,112.0
NP_417056.2,HTH_6,PF01418,2.4e-30,104.9
NP_417057.1,Fer4_7,PF12838,5.8e-07,30.4
NP_417057.1,Fer4,PF00037,1.8e-06,28.1
NP_417058.1,ACPS,PF01648,4.8e-23,81.9
NP_417059.1,PdxJ,PF03740,6.5e-111,369.6
NP_417060.1,RecO_C,PF02565,5.1e-23,82.1
NP_417060.1,RecO_N,PF11967,5.4e-21,75.0
NP_417061.1,MMR_HSR1,PF01926,5e-26,91.6
NP_417061.1,KH_2,PF07650,2.7e-20,72.6
NP_417061.1,FeoB_N,PF02421,1.6e-13,51.1
NP_417061.1,GTP_EFTU,PF00009,5.4e-10,39.7
NP_417061.1,Dynamin_N,PF00350,2.9e-07,31.2
NP_417061.1,RsgA_GTPase,PF03193,4.3e-07,30.5
NP_417061.1,AIG1,PF04548,1.2e-06,28.5
NP_417061.1,PduV-EutP,PF10662,3.5e-05,24.2
NP_417062.1,Ribonucleas_3_3,PF14622,2.8e-34,118.6
NP_417062.1,Ribonuclease_3,PF00636,6.2e-24,85.3
NP_417062.1,dsrm,PF00035,1.7e-15,57.9
NP_417063.1,Peptidase_S26,PF10502,1.2e-51,175.6
NP_417064.1,GTP_EFTU,PF00009,6.4e-56,189.5
NP_417064.1,LepA_C,PF06421,7.6e-50,168.1
NP_417064.1,EFG_C,PF00679,8.5e-20,71.2
NP_417064.1,GTP_EFTU_D2,PF03144,3.4e-12,47.2
NP_417064.1,Ras,PF00071,0.00012,22.3
NP_417065.1,RseC_MucC,PF04246,2.9e-36,124.9
NP_417066.1,MucB_RseB,PF03888,5.4e-60,202.6
NP_417066.1,MucB_RseB_C,PF17188,7.7e-29,100.3
NP_417067.1,RseA_N,PF03872,2.4e-38,131.1
NP_417067.1,RseA_C,PF03873,1.3e-25,90.0
NP_417068.1,Sigma70_r4_2,PF08281,1.2e-19,70.3
NP_417068.1,Sigma70_r2,PF04542,2.3e-18,66.3
NP_417068.1,Sigma70_r4,PF04545,8.9e-11,41.7
NP_417068.1,Sigma70_ECF,PF07638,2.7e-08,34.5
NP_417069.1,FAD_binding_2,PF00890,5.9e-108,362.3
NP_417069.1,Succ_DH_flav_C,PF02910,3.9e-15,56.6
NP_417069.1,Pyr_redox_2,PF07992,6.6e-11,42.8
NP_417069.1,DAO,PF01266,8.9e-08,32.6
NP_417070.2,MTS,PF05175,9.3e-13,48.7
NP_417070.2,Methyltransf_25,PF13649,1.5e-08,35.8
NP_417070.2,Cons_hypoth95,PF03602,1.4e-07,32.0
NP_417070.2,Methyltransf_3,PF01596,1.3e-07,31.8
NP_417070.2,Methyltransf_31,PF13847,1e-06,29.2
NP_417070.2,UPF0020,PF01170,5.1e-06,26.9
NP_417070.2,PrmA,PF06325,1.5e-05,25.3
NP_417070.2,PRMT5,PF05185,4.4e-05,24.0
NP_417070.2,PCMT,PF01135,5.7e-05,23.6
NP_417070.2,Methyltransf_11,PF08241,9.8e-05,23.5
NP_417071.1,DEAD,PF00270,2.3e-48,164.7
NP_417071.1,Helicase_C,PF00271,1.6e-31,109.4
NP_417071.1,ResIII,PF04851,1.9e-09,38.2
NP_417072.4,LysR_substrate,PF03466,2.1e-45,155.3
NP_417072.4,HTH_1,PF00126,4e-17,62.5
NP_417073.1,LysE,PF01810,7.4e-15,55.5
NP_417074.1,Gly_radical,PF01228,2.3e-19,70.4
NP_417075.1,UDG,PF03167,2.2e-20,73.7
NP_417076.1,SpoU_methylase,PF00588,1e-31,110.6
NP_417076.1,SpoU_sub_bind,PF08032,5.6e-15,56.0
NP_417077.1,Thioredoxin,PF00085,1.7e-29,102.4
NP_417077.1,Thioredoxin_2,PF13098,2.2e-12,47.9
NP_417077.1,Zn_ribbon_Thio2,PF21352,1.8e-12,47.5
NP_417077.1,Thioredoxin_8,PF13905,1.4e-07,32.4
NP_417077.1,PedC-like,PF20207,3.3e-07,30.9
NP_417077.1,TraF,PF13728,3.4e-05,24.4
NP_417078.4,DTW,PF03942,2.1e-57,194.6
NP_417079.1,ATP-grasp_5,PF13549,2.4e-74,250.0
NP_417079.1,Succ_CoA_lig,PF13607,7.2e-46,156.0
NP_417079.1,CoA_binding_2,PF13380,7e-25,88.3
NP_417079.1,Acetyltransf_1,PF00583,1.2e-12,48.8
NP_417079.1,Acetyltransf_3,PF13302,2.1e-09,38.8
NP_417080.4,PLDc_2,PF13091,5.4e-24,85.1
NP_417080.4,PLDc,PF00614,3.4e-16,59.0
NP_417081.2,DUF2279,PF10043,1.2e-09,39.3
NP_417082.1,Sugar_tr,PF00083,1.2e-38,133.8
NP_417082.1,MFS_1,PF07690,8.9e-33,114.2
NP_417082.1,MFS_2,PF13347,6.5e-08,32.1
NP_417082.1,MFS_1_like,PF12832,1.8e-06,27.9
NP_417083.1,AAA_2,PF07724,4.5e-72,242.1
NP_417083.1,Clp_N,PF02861,4.3e-36,124.5
NP_417083.1,AAA_lid_9,PF17871,6.9e-35,119.7
NP_417083.1,ClpB_D2-small,PF10431,3.7e-29,101.2
NP_417083.1,AAA,PF00004,9.1e-27,94.7
NP_417083.1,AAA_5,PF07728,1.2e-18,68.0
NP_417083.1,AAA_16,PF13191,6.1e-12,47.0
NP_417083.1,AAA_22,PF13401,5e-11,43.6
NP_417083.1,Sigma54_activat,PF00158,2.6e-09,37.6
NP_417083.1,NBD_SMAX1,PF23569,2.8e-07,31.2
NP_417083.1,TniB,PF05621,7.4e-06,26.1
NP_417084.1,Cu-oxidase_4,PF02578,3.4e-83,279.3
NP_417085.1,PseudoU_synth_2,PF00849,2.5e-31,109.5
NP_417085.1,S4,PF01479,1.1e-13,51.2
NP_417086.1,YfiO,PF13525,6.4e-88,294.4
NP_417086.1,TPR_18,PF13512,1.9e-73,245.9
NP_417086.1,TPR_14,PF13428,5.7e-06,27.1
NP_417088.1,Ribosomal_S30AE,PF02482,5.6e-23,82.1
NP_417089.1,PheL,PF28163,2e-08,34.6
NP_417090.1,PDT,PF00800,2.2e-62,210.7
NP_417090.1,CM_2,PF01817,1.3e-19,70.8
NP_417091.1,CM_2,PF01817,5.8e-24,84.7
NP_417091.1,PDH_C,PF20463,6.1e-13,49.6
NP_417091.1,PDH_N,PF02153,2.4e-12,47.2
NP_417091.1,F420_oxidored,PF03807,0.00023,22.3
NP_417092.1,DAHP_synth_1,PF00793,4.4e-101,337.9
NP_417093.2,DUF2799,PF10973,1.6e-19,70.7
NP_417094.1,DUF4154,PF13689,2.3e-30,106.2
NP_417095.1,GGDEF,PF00990,1.6e-43,148.8
NP_417095.1,CHASE8,PF17152,1.6e-33,115.6
NP_417096.1,OmpA,PF00691,5.1e-18,65.9
NP_417097.1,Ribosomal_L19,PF01245,1.3e-50,170.6
NP_417098.1,tRNA_m1G_MT,PF01746,1e-100,336.4
NP_417099.4,RimM,PF01782,6.8e-28,97.3
NP_417099.4,PRC_RimM,PF24986,5.4e-12,45.8
NP_417099.4,PRC,PF05239,3.3e-11,43.6
NP_417100.1,Ribosomal_S16,PF00886,2.7e-26,91.8
NP_417101.1,SRP54,PF00448,3.4e-76,255.8
NP_417101.1,SRP_SPB,PF02978,3.9e-48,163.6
NP_417101.1,SRP54_N,PF02881,2.8e-23,82.5
NP_417101.1,CbiA,PF01656,3.5e-07,30.8
NP_417101.1,Zeta_toxin,PF06414,3.8e-05,23.8
NP_417102.4,Cytochrom_C_asm,PF01578,4.1e-48,164.4
NP_417104.1,GrpE,PF01025,5.2e-48,163.4
NP_417105.1,NAD_kinase_C,PF20143,2.1e-44,150.9
NP_417105.1,NAD_kinase,PF01513,6.7e-33,114.4
NP_417107.2,BamE,PF04355,1.9e-27,95.5
NP_417108.4,Ub-RnfH,PF03658,3.7e-35,120.7
NP_417109.1,Polyketide_cyc,PF03364,1.5e-38,132.5
NP_417109.1,Polyketide_cyc2,PF10604,1.2e-10,42.3
NP_417110.1,SmpB,PF01668,8.5e-58,194.9
NP_417111.1,Phage_integrase,PF00589,8.8e-38,130.4
NP_417111.1,Arm-DNA-bind_3,PF13356,4e-24,85.1
NP_417111.1,Phage_int_M,PF22022,1e-23,83.9
NP_417113.1,Phage_AlpA,PF05930,7.6e-24,83.9
NP_417114.1,DUF3987,PF13148,3.5e-111,372.5
NP_417115.1,YagK_YfjJ_C,PF11726,1.5e-47,162.4
NP_417115.1,REP_ORF2-G2P,PF23343,5.9e-07,30.3
NP_417116.1,DEAD,PF00270,8.8e-08,32.6
NP_417116.1,Helicase_C,PF00271,1.1e-05,26.2
NP_417117.1,Cap4_nuclease,PF14130,1.1e-55,189.5
NP_417117.1,HamA,PF08878,1.4e-26,94.5
NP_417118.1,GmrSD_C,PF07510,6.7e-06,26.6
NP_417119.1,RnlA-toxin_DBD,PF19034,1.5e-46,158.4
NP_417119.1,RnlA_toxin_N,PF19417,2e-28,99.1
NP_417119.1,RnlA_toxin,PF15935,9.2e-23,80.7
NP_417119.1,HEPN_RnaseLS,PF18869,3.4e-11,44.2
NP_417120.2,RnlB_antitoxin,PF15933,2e-29,102.2
NP_417122.1,DUF932,PF06067,1.8e-51,175.7
NP_417123.1,HTH_DeoR,PF08220,9.3e-06,25.9
NP_417123.1,WYL,PF13280,2.1e-05,25.0
NP_417123.1,HTH_psq,PF05225,0.00035,20.8
NP_417124.4,YfjS_YafY,PF20494,1.5e-68,228.6
NP_417125.1,YfjT,PF27224,3e-35,121.7
NP_417130.1,Antirestrict,PF03230,7.7e-40,135.6
NP_417131.1,RadC,PF04002,5.3e-47,159.3
NP_417132.1,CbeA_antitoxin,PF06154,3.2e-52,175.9
NP_417133.1,CbtA_toxin,PF06755,1.9e-36,124.4
NP_417134.2,AIDA,PF16168,1.6e-148,483.5
NP_417134.2,Autotransporter,PF03797,1.2e-45,156.9
NP_417134.2,Pertactin,PF03212,2.7e-45,153.8
NP_417145.4,CsiD,PF08943,4.3e-153,509.3
NP_417145.4,TauD,PF02668,5.1e-09,37.0
