protein,pfam_name,pfam_accession,full_seq_evalue,full_seq_score,full_seq_bias,best_domain_evalue,best_domain_score,best_domain_bias
NP_418109.1,SecA_DEAD,PF07517,6.4e-08,27.1,0.0,1.4e-07,26.0,0.0
NP_418115.1,MFS_1,PF07690,9.7e-43,141.3,45.8,7.4e-40,131.8,29.1
NP_418116.1,EamA,PF00892,3.4e-44,145.3,44.3,3.2e-24,80.7,21.8
NP_418118.2,MFS_1,PF07690,9.4e-42,138.0,58.6,1.5e-39,130.8,50.2
NP_418121.1,Amidohydro_1,PF01979,7.6e-41,135.4,0.0,1.2e-40,134.7,0.0
NP_418122.1,MFS_1,PF07690,1.5e-37,124.2,29.6,1.5e-37,124.2,29.6
NP_418123.2,MFS_1,PF07690,1.1e-55,183.9,43.0,1.1e-55,183.9,43.0
NP_418124.4,HATPase_c,PF02518,2.6e-13,45.4,0.0,4.6e-13,44.6,0.0
NP_418125.1,Response_reg,PF00072,1.6e-26,87.6,0.0,2.4e-26,87.1,0.0
NP_418127.1,TPP_enzyme_C,PF02775,5.4e-53,173.8,0.1,1.3e-52,172.6,0.1
NP_418127.1,TPP_enzyme_N,PF02776,2.2e-42,138.6,0.3,5.7e-42,137.2,0.1
NP_418129.2,MFS_1,PF07690,1.9e-43,143.6,47.3,1.9e-43,143.6,47.3
NP_418140.4,TrkA_C,PF02080,4.1e-21,69.7,4.0,1.3e-12,42.4,0.6
NP_418145.2,DAO,PF01266,1e-09,33.3,0.0,1e-05,20.1,0.0
NP_418146.4,MFS_1,PF07690,1.2e-67,223.2,77.5,4.8e-58,191.6,38.0
NP_418152.1,Hydrolase_3,PF08282,6.1e-69,227.5,0.0,6.9e-69,227.3,0.0
NP_418152.1,Hydrolase,PF00702,1e-13,47.0,1.6,8.9e-13,44.0,1.6
NP_418155.1,SMC_N,PF02463,2.1e-50,166.1,0.0,2.5e-50,165.9,0.0
NP_418156.1,DNA_pol3_beta,PF00712,4.9e-51,166.9,0.0,1.9e-44,145.7,0.0
NP_418156.1,DNA_pol3_beta_2,PF02767,2.5e-49,161.4,0.0,1.6e-44,145.9,0.0
NP_418156.1,DNA_pol3_beta_3,PF02768,9.3e-48,156.0,0.4,3.4e-47,154.2,0.2
NP_418157.1,Bac_DnaA,PF00308,8.1e-77,251.9,0.1,1.5e-76,251.0,0.1
NP_418157.1,Bac_DnaA_C,PF08299,1.5e-35,116.1,0.2,1e-34,113.4,0.1
NP_418157.1,AAA,PF00004,2.8e-08,29.2,0.0,2e-07,26.5,0.0
NP_418161.1,60KD_IMP,PF02096,1.2e-81,268.0,13.3,1.2e-81,268.0,13.3
NP_418162.1,MMR_HSR1,PF01926,2.8e-28,93.3,0.0,1.5e-27,90.9,0.0
NP_418164.4,Aminotran_1_2,PF00155,1e-05,19.8,0.0,0.00047,14.3,0.0
NP_418166.1,MFS_1,PF07690,2.2e-46,153.3,40.3,2.2e-46,153.3,40.3
NP_418167.1,LysR_substrate,PF03466,5.9e-18,59.9,0.3,9e-18,59.3,0.3
NP_418167.1,HTH_1,PF00126,3.1e-15,50.9,0.0,5.7e-15,50.0,0.0
NP_418171.1,Hydrolase,PF00702,4.5e-24,80.8,0.0,5.5e-24,80.5,0.0
NP_418171.1,HAD_2,PF13419,1.1e-21,72.6,0.0,1.3e-21,72.4,0.0
NP_418181.1,ABC_tran,PF00005,5.9e-37,122.3,0.0,8.3e-37,121.8,0.0
NP_418182.1,BPD_transp_1,PF00528,4.8e-29,96.3,15.5,4.8e-29,96.3,15.5
NP_418183.1,BPD_transp_1,PF00528,1.4e-16,55.7,20.4,1.4e-16,55.7,20.4
NP_418185.1,SIS,PF01380,6.3e-69,224.8,0.1,6.3e-36,118.0,0.1
NP_418185.1,GATase_6,PF13522,3.4e-21,70.6,0.1,6.2e-21,69.7,0.1
NP_418186.1,Hexapep,PF00132,1e-31,102.4,13.9,4.2e-10,34.0,0.3
NP_418186.1,NTP_transferase,PF00483,2.1e-14,48.6,0.0,3.2e-14,48.0,0.0
NP_418187.1,ATP-synt_DE_N,PF02823,1e-33,110.2,0.1,1.5e-33,109.7,0.1
NP_418188.1,ATP-synt_ab,PF00006,2.1e-73,241.4,0.0,3e-73,240.9,0.0
NP_418188.1,ATP-synt_ab_N,PF02874,6e-20,66.5,2.5,1.4e-19,65.3,2.5
NP_418189.1,ATP-synt,PF00231,2.7e-108,356.9,0.0,3e-108,356.8,0.0
NP_418190.1,ATP-synt_ab,PF00006,1.4e-82,271.4,0.1,2.2e-82,270.7,0.1
NP_418190.1,ATP-synt_ab_C,PF00306,1.3e-47,156.2,0.8,2.5e-47,155.3,0.8
NP_418190.1,ATP-synt_ab_N,PF02874,1.1e-13,46.4,0.1,2.9e-13,45.1,0.1
NP_418191.1,OSCP,PF00213,8.5e-50,164.1,1.0,9.5e-50,164.0,1.0
NP_418192.1,ATP-synt_B,PF00430,4.8e-42,138.1,21.0,5.8e-42,137.9,21.0
NP_418193.1,ATP-synt_C,PF00137,1.3e-14,49.1,11.6,1.8e-14,48.7,11.6
NP_418194.1,ATP-synt_A,PF00119,1.5e-58,193.1,21.4,1.9e-58,192.8,21.4
NP_418196.1,GidB,PF02527,2e-71,234.1,0.0,2.4e-71,233.8,0.0
NP_418205.1,ABC_tran,PF00005,1.7e-61,201.8,0.2,4.9e-33,109.6,0.0
NP_418208.1,PfkB,PF00294,4.4e-82,270.7,4.3,5e-82,270.5,4.3
NP_418210.1,MFS_1,PF07690,1.9e-49,163.3,52.0,1.4e-47,157.2,50.5
NP_418214.2,ChlI,PF13541,3e-46,151.2,0.1,4.9e-46,150.5,0.1
NP_418214.2,AAA,PF00004,5.3e-06,21.9,0.6,2.6e-05,19.6,0.2
NP_418220.1,PALP,PF00291,1e-80,266.1,1.6,1.6e-80,265.5,1.6
NP_418221.1,LysR_substrate,PF03466,6.8e-39,128.3,0.5,9.7e-39,127.8,0.1
NP_418221.1,HTH_1,PF00126,7e-25,81.8,0.6,1.3e-24,81.0,0.6
NP_418227.1,DEAD,PF00270,3.3e-45,148.8,0.0,7.5e-44,144.3,0.0
NP_418227.1,Helicase_C,PF00271,3.8e-33,109.0,0.0,3.8e-32,105.8,0.0
NP_418227.1,ResIII,PF04851,7.1e-07,24.2,0.0,1.3e-06,23.4,0.0
NP_418228.2,Thioredoxin,PF00085,3.9e-36,118.2,0.0,4.3e-36,118.0,0.0
NP_418230.1,ATP-synt_ab,PF00006,2e-28,94.4,0.1,2.9e-28,93.9,0.1
NP_418231.1,Glycos_transf_4,PF00953,2.4e-32,107.0,21.7,2.4e-32,107.0,21.7
NP_418236.1,NTP_transferase,PF00483,6.8e-83,272.9,0.0,8.1e-83,272.6,0.0
NP_418238.1,Aminotran_1_2,PF00155,8.9e-13,43.0,0.0,2.2e-12,41.7,0.0
NP_418238.1,Aminotran_5,PF00266,2.9e-10,34.5,0.1,3.8e-10,34.1,0.1
NP_418256.1,Phage_integrase,PF00589,5.1e-60,197.1,0.0,1.1e-59,196.0,0.0
NP_418257.1,Hydrolase,PF00702,5.8e-23,77.2,0.0,6.9e-23,76.9,0.0
NP_418257.1,HAD_2,PF13419,1.4e-12,42.9,0.0,3.1e-11,38.5,0.0
NP_418258.1,UvrD-helicase,PF00580,2.4e-96,317.4,0.0,4.4e-96,316.6,0.0
NP_418258.1,UvrD_C,PF13361,1.8e-86,285.7,0.0,6.1e-86,283.9,0.0
NP_418264.4,4HBT,PF03061,6.5e-15,50.2,0.3,1.1e-14,49.4,0.3
NP_418271.1,EamA,PF00892,3.9e-24,80.4,34.6,5.5e-15,50.8,10.0
NP_418272.1,LysR_substrate,PF03466,6.4e-50,164.3,1.4,9e-50,163.8,1.4
NP_418272.1,HTH_1,PF00126,8e-20,65.6,1.5,2.1e-19,64.2,1.5
NP_418275.1,PNP_UDP_1,PF01048,2.2e-41,136.7,1.5,2.5e-41,136.5,1.5
NP_418284.1,NusG,PF02357,9.8e-24,78.7,0.0,1.6e-23,78.1,0.0
NP_418289.1,Peptidase_M24,PF00557,2.1e-45,150.0,0.2,2.6e-45,149.7,0.2
NP_418299.1,Acyltransferase,PF01553,3.7e-15,50.8,0.0,5.5e-15,50.3,0.0
NP_418300.1,DNA_pol_A,PF00476,1.5e-172,568.7,0.0,2e-172,568.3,0.0
NP_418300.1,5_3_exonuc_N,PF02739,1.2e-61,202.1,0.0,2.1e-61,201.4,0.0
NP_418300.1,5_3_exonuc,PF01367,8.7e-34,110.9,0.0,2.5e-33,109.4,0.0
NP_418301.3,MMR_HSR1,PF01926,1.3e-20,68.6,0.0,1.9e-20,68.0,0.0
NP_418303.2,Radical_SAM,PF04055,1.2e-26,88.8,0.0,1.7e-26,88.3,0.0
NP_418304.1,Response_reg,PF00072,8.9e-34,111.0,0.0,1.7e-33,110.1,0.0
NP_418304.1,AAA_2,PF07724,5.9e-08,27.9,0.0,1e-07,27.1,0.0
NP_418305.1,HATPase_c,PF02518,5.2e-23,76.6,0.0,1.2e-22,75.4,0.0
NP_418305.1,HisKA,PF00512,9.3e-17,55.9,0.8,5.7e-16,53.3,0.0
NP_418306.1,Gln-synt_C,PF00120,7.4e-144,473.9,0.0,8.9e-144,473.6,0.0
NP_418310.1,MFS_1,PF07690,2e-28,94.2,30.5,2e-28,94.2,30.5
NP_418313.4,MFS_1,PF07690,1.3e-11,38.9,55.5,1e-10,36.0,31.8
NP_418318.1,F420_oxidored,PF03807,7.3e-10,34.3,0.0,1.7e-09,33.1,0.0
NP_418319.2,PfkB,PF00294,2.8e-71,235.2,0.5,3.2e-71,235.0,0.5
NP_418321.4,Hydrolase,PF00702,2.1e-19,65.6,0.0,8.1e-19,63.7,0.0
NP_418321.4,HAD_2,PF13419,5.1e-14,47.6,0.0,7.9e-14,47.0,0.0
NP_418324.1,Acetyltransf_1,PF00583,1.1e-17,59.3,0.0,1.7e-17,58.7,0.0
NP_418347.1,HATPase_c,PF02518,4.2e-28,93.0,0.0,4.7e-27,89.6,0.0
NP_418347.1,HisKA,PF00512,1.2e-16,55.5,5.0,1.2e-16,55.5,5.0
NP_418347.1,HAMP,PF00672,2.5e-13,45.2,0.1,7.9e-13,43.5,0.0
NP_418348.1,Response_reg,PF00072,5.3e-32,105.3,0.5,8.1e-32,104.7,0.5
NP_418348.1,Trans_reg_C,PF00486,2e-24,80.5,0.4,4.3e-24,79.4,0.0
NP_418350.1,Cation_efflux,PF01545,6.6e-53,174.3,14.8,7.9e-53,174.1,14.8
NP_418354.1,TIM,PF00121,3.3e-98,323.0,3.4,3.8e-98,322.8,3.4
NP_418366.1,AAA_2,PF07724,2.9e-38,126.4,0.3,2.5e-30,100.6,0.1
NP_418366.1,AAA,PF00004,1.3e-18,62.6,0.1,8.4e-09,30.9,0.0
NP_418370.1,PriA_3primeBD,PF17764,4.5e-34,111.2,0.0,1.1e-33,109.9,0.0
NP_418370.1,DEAD,PF00270,3.7e-24,80.2,0.0,1e-23,78.8,0.0
NP_418370.1,ResIII,PF04851,1.7e-16,55.5,0.0,2.8e-16,54.8,0.0
NP_418370.1,Helicase_C,PF00271,1.1e-13,46.3,0.0,1.4e-08,29.9,0.0
NP_418371.1,Ribosomal_L31,PF01197,1.4e-33,109.9,0.4,1.6e-33,109.7,0.4
NP_418374.1,Cys_Met_Meta_PP,PF01053,3.7e-147,484.7,0.0,4.2e-147,484.5,0.0
NP_418374.1,Aminotran_1_2,PF00155,1.6e-08,29.0,0.0,2.4e-08,28.5,0.0
NP_418375.1,AA_kinase,PF00696,4.8e-44,145.7,0.0,7.7e-44,145.1,0.0
NP_418378.4,EamA,PF00892,1.9e-49,162.4,42.7,3.1e-26,87.2,15.3
NP_418387.3,Radical_SAM,PF04055,6.8e-16,53.8,0.0,1.2e-15,53.0,0.0
NP_418392.1,Peptidase_M20,PF01546,1.7e-35,117.7,0.0,2.6e-35,117.1,0.0
NP_418393.1,Semialdhyde_dh,PF01118,3.8e-33,109.4,0.0,6.4e-33,108.7,0.0
NP_418393.1,Semialdhyde_dhC,PF02774,1.1e-23,79.3,0.0,1.6e-23,78.7,0.0
NP_418394.3,AA_kinase,PF00696,4e-45,149.3,2.7,4.5e-45,149.1,2.7
NP_418395.1,Lyase_1,PF00206,7.6e-107,352.2,0.0,1.6e-106,351.1,0.0
NP_418396.1,LysR_substrate,PF03466,1.5e-56,186.0,0.6,2e-56,185.6,0.6
NP_418396.1,HTH_1,PF00126,3.6e-24,79.5,0.8,8.4e-24,78.3,0.2
NP_418397.2,Pyr_redox_2,PF07992,5e-65,214.7,0.0,6.4e-65,214.3,0.0
NP_418397.2,Pyr_redox_dim,PF02852,1.5e-29,97.4,0.7,3.4e-29,96.3,0.7
NP_418398.3,TetR_N,PF00440,6.6e-10,33.6,0.1,6.6e-10,33.6,0.1
NP_418400.1,tRNA_U5-meth_tr,PF05958,7.9e-195,641.7,1.3,8.9e-195,641.5,1.3
NP_418400.1,Methyltransf_25,PF13649,8.7e-08,27.8,0.0,3.5e-07,25.8,0.0
NP_418402.2,Asp_Glu_race,PF01177,2.7e-24,81.1,0.4,4.3e-24,80.4,0.1
NP_418403.1,MurB_C,PF02873,5.4e-33,108.1,0.0,9.1e-33,107.4,0.0
NP_418403.1,FAD_binding_4,PF01565,1.9e-29,97.1,0.0,8.2e-29,95.0,0.1
NP_418404.1,BPL_LplA_LipB,PF03099,1e-33,111.0,0.0,1.5e-33,110.5,0.0
NP_418407.1,GTP_EFTU,PF00009,1.9e-65,214.9,0.0,2.5e-65,214.5,0.0
NP_418407.1,GTP_EFTU_D3,PF03143,5e-42,137.5,0.1,1.2e-41,136.3,0.1
NP_418407.1,GTP_EFTU_D2,PF03144,1e-21,72.2,7.1,1e-21,72.2,7.1
NP_418409.1,NusG,PF02357,1.3e-31,104.0,0.0,1.9e-31,103.4,0.0
NP_418409.1,KOW,PF00467,1.1e-09,32.8,1.0,2.5e-09,31.6,0.0
NP_418410.1,Ribosomal_L11_N,PF03946,8.6e-32,103.7,0.3,3.3e-31,101.8,0.2
NP_418410.1,Ribosomal_L11,PF00298,1.3e-29,97.4,2.7,1.9e-29,96.9,2.7
NP_418411.1,Ribosomal_L1,PF00687,1e-68,225.8,1.1,1.2e-68,225.5,1.1
NP_418412.1,Ribosomal_L10,PF00466,2.7e-30,99.4,0.0,3.8e-30,98.9,0.0
NP_418413.1,Ribosomal_L12,PF00542,9.7e-33,107.3,8.5,2.2e-32,106.2,8.5
NP_418413.1,Ribosomal_L12_N,PF16320,6e-18,59.3,10.4,6e-18,59.3,10.4
NP_418414.1,RNA_pol_Rpb2_6,PF00562,1.2e-136,450.6,0.1,1.1e-134,444.1,0.1
NP_418414.1,RNA_pol_Rpb2_45,PF10385,3.1e-32,105.4,1.0,3.9e-31,101.9,0.3
NP_418414.1,RNA_pol_Rpb2_3,PF04565,1.2e-31,103.6,0.0,2.7e-31,102.6,0.0
NP_418414.1,RNA_pol_Rpb2_7,PF04560,6.1e-31,101.7,0.1,1.6e-30,100.4,0.1
NP_418415.1,RNA_pol_Rpb1_1,PF04997,7e-90,296.4,0.0,1.3e-89,295.6,0.0
NP_418415.1,RNA_pol_Rpb1_5,PF04998,5.4e-81,266.8,0.0,8.8e-81,266.1,0.0
NP_418415.1,RNA_pol_Rpb1_2,PF00623,8.6e-40,131.6,0.1,4.4e-29,96.8,0.0
NP_418415.1,RNA_pol_Rpb1_3,PF04983,3.9e-33,109.6,0.0,8.3e-33,108.5,0.0
NP_418415.1,RNA_pol_Rpb1_4,PF05000,4.3e-23,76.3,0.3,1.1e-22,74.9,0.3
NP_418417.1,Radical_SAM,PF04055,7.2e-16,53.7,0.0,1.6e-15,52.6,0.0
NP_418428.1,Bac_DNA_binding,PF00216,8e-36,117.2,1.3,8.8e-36,117.0,1.3
NP_418431.1,HATPase_c,PF02518,1.7e-31,103.9,1.8,2.5e-31,103.4,0.1
NP_418431.1,HisKA,PF00512,4.4e-16,53.7,0.1,1.5e-15,52.0,0.0
NP_418432.1,Response_reg,PF00072,8.6e-34,111.0,0.2,1.7e-33,110.1,0.2
NP_418432.1,AAA,PF00004,5.1e-06,21.9,0.0,1.1e-05,20.8,0.0
NP_418433.1,GARS_A,PF01071,4.5e-86,282.6,0.1,6.1e-86,282.1,0.1
NP_418433.1,GARS_N,PF02844,1.3e-41,136.4,0.2,2.6e-41,135.4,0.2
NP_418433.1,GARS_C,PF02843,1.3e-35,116.6,0.1,7.1e-35,114.2,0.0
NP_418433.1,CPSase_L_D2,PF02786,3.8e-07,24.7,0.0,8.5e-07,23.6,0.0
NP_418434.1,AICARFT_IMPCHas,PF01808,3.4e-130,428.9,3.5,4.1e-130,428.6,3.5
NP_418434.1,MGS,PF02142,6.1e-31,101.4,0.0,1.4e-30,100.2,0.0
NP_418436.1,Acetyltransf_1,PF00583,1.3e-13,46.2,0.0,1.8e-13,45.8,0.0
NP_418443.1,Pterin_bind,PF00809,6.8e-69,227.1,0.4,7.4e-68,223.7,0.3
NP_418446.1,PseudoU_synth_2,PF00849,7.5e-23,76.4,0.0,1.8e-22,75.1,0.0
NP_418446.1,S4,PF01479,1.1e-15,52.1,2.9,2e-15,51.3,0.0
NP_418448.1,AA_kinase,PF00696,5.6e-48,158.6,0.2,8.3e-48,158.0,0.2
NP_418449.1,PGI,PF00342,2.6e-260,858.9,0.1,3e-260,858.7,0.1
NP_418455.1,MFS_1,PF07690,1.2e-33,111.4,66.6,1.1e-25,85.2,37.3
NP_418456.1,BPD_transp_1,PF00528,5.2e-18,60.3,16.5,5.2e-18,60.3,16.5
NP_418457.1,BPD_transp_1,PF00528,2.3e-23,77.8,16.2,2.3e-23,77.8,16.2
NP_418459.1,ABC_tran,PF00005,1.5e-36,121.0,0.0,2.7e-36,120.1,0.0
NP_418465.4,Acyltransferase,PF01553,1.3e-31,104.1,0.0,2.6e-31,103.1,0.0
NP_418467.1,Peptidase_S24,PF00717,6.9e-38,123.9,0.0,9.5e-38,123.4,0.0
NP_418468.3,MatE,PF01554,9.2e-47,153.7,32.1,9.5e-37,121.1,9.1
NP_418473.3,Dus,PF01207,1.6e-106,350.8,0.0,1.9e-106,350.6,0.0
NP_418475.1,ADH_zinc_N,PF00107,6.8e-31,101.8,0.1,1.2e-30,101.1,0.1
NP_418475.1,ADH_N,PF08240,6.9e-16,53.4,0.1,9.3e-15,49.8,0.0
NP_418476.1,DnaB_C,PF03796,3.9e-109,358.8,0.2,5.4e-109,358.4,0.2
NP_418476.1,DnaB,PF00772,1.5e-39,129.2,0.0,3.4e-39,128.1,0.0
NP_418477.1,Ala_racemase_N,PF01168,1.2e-72,239.1,0.0,1.6e-72,238.7,0.0
NP_418477.1,Ala_racemase_C,PF00842,2e-42,138.7,0.1,2.9e-42,138.2,0.1
NP_418478.1,Aminotran_1_2,PF00155,8.6e-91,299.7,0.0,9.7e-91,299.5,0.0
NP_418482.1,UvrA_DNA-bind,PF17755,3.2e-41,135.0,0.0,8.8e-40,130.4,0.0
NP_418482.1,UvrA_inter,PF17760,2.5e-40,131.7,0.1,5.9e-40,130.5,0.1
NP_418482.1,ABC_tran,PF00005,3.9e-23,77.5,0.7,2.7e-07,26.2,0.0
NP_418482.1,SMC_N,PF02463,9.5e-13,43.0,0.0,0.0011,13.3,0.0
NP_418483.1,SSB,PF00436,6.7e-43,139.9,0.6,8e-43,139.7,0.6
NP_418487.1,MerR_1,PF13411,3.9e-13,44.3,0.0,6.6e-13,43.6,0.0
NP_418489.1,Na_H_Exchanger,PF00999,4.7e-75,247.6,43.5,5.8e-75,247.3,43.5
NP_418493.1,AMP-binding,PF00501,6.4e-92,303.2,0.0,8.8e-92,302.7,0.0
NP_418493.1,AMP-binding_C,PF13193,1.9e-28,94.2,0.0,4.2e-28,93.1,0.0
NP_418506.1,Biotin_lipoyl,PF00364,8.8e-07,23.7,0.0,0.0012,13.6,0.1
NP_418507.2,Lactamase_B,PF00753,9.8e-29,95.6,0.1,1.6e-28,94.9,0.1
NP_418509.1,Ribul_P_3_epim,PF00834,1.8e-62,205.1,0.0,2.3e-62,204.9,0.0
NP_418511.1,ABC_tran,PF00005,6.3e-59,193.4,0.1,3.9e-34,113.2,0.2
NP_418513.4,SIS,PF01380,1.2e-35,117.1,0.0,1.7e-35,116.7,0.0
NP_418517.1,Acetyltransf_1,PF00583,9.3e-21,69.2,0.5,1.1e-20,69.1,0.5
NP_418519.1,Amidohydro_1,PF01979,5.4e-11,37.2,1.2,1.3e-09,32.6,1.2
NP_418520.1,ABC_tran,PF00005,9.9e-34,111.8,0.0,1.2e-33,111.5,0.0
NP_418530.1,ABC_tran,PF00005,1.5e-39,130.7,0.1,2.6e-39,129.9,0.1
NP_418533.1,MMR_HSR1,PF01926,6.5e-10,34.1,0.0,0.00021,16.4,0.0
NP_418535.1,MFS_1,PF07690,1.7e-39,130.6,45.7,4.9e-26,86.3,16.5
NP_418536.1,HATPase_c,PF02518,5.3e-23,76.6,0.0,8.8e-23,75.9,0.0
NP_418536.1,HisKA,PF00512,4.5e-12,40.9,0.9,4.5e-12,40.9,0.9
NP_418537.1,Response_reg,PF00072,1.1e-29,97.8,0.1,1.4e-29,97.4,0.1
NP_418537.1,Trans_reg_C,PF00486,3.6e-23,76.4,0.3,1e-22,75.0,0.0
NP_418548.1,Response_reg,PF00072,1.3e-20,68.6,0.1,1.9e-20,68.1,0.1
NP_418549.1,HATPase_c,PF02518,2.4e-24,80.9,0.0,5.8e-24,79.6,0.0
NP_418551.1,Acetyltransf_1,PF00583,1.3e-08,30.1,0.0,1.5e-08,29.8,0.0
NP_418553.1,tRNA-synt_2,PF00152,1.8e-98,324.3,1.2,2.4e-98,323.9,1.2
NP_418553.1,tRNA_anti-codon,PF01336,9.8e-19,62.1,0.0,1.8e-18,61.3,0.0
NP_418553.1,tRNA-synt_2d,PF01409,6.2e-07,24.0,2.4,0.00084,13.8,0.2
NP_418554.1,MFS_1,PF07690,8.6e-24,79.0,46.8,8.6e-24,79.0,46.8
NP_418557.1,Trans_reg_C,PF00486,6.2e-21,69.3,0.0,1.2e-20,68.3,0.0
NP_418559.1,Thioredoxin,PF00085,2.2e-09,32.2,0.0,3.7e-09,31.5,0.0
NP_418562.4,Lyase_1,PF00206,1.6e-114,377.4,0.0,2e-114,377.1,0.0
NP_418566.1,Cpn10,PF00166,7.2e-32,104.3,1.2,8e-32,104.2,1.2
NP_418567.1,Cpn60_TCP1,PF00118,2.4e-75,248.9,23.9,4e-74,244.9,23.9
NP_418570.1,Radical_SAM,PF04055,2.3e-11,39.1,0.0,1.3e-10,36.6,0.0
NP_418571.1,Elong-fact-P_C,PF09285,3.6e-28,92.0,0.8,8.6e-28,90.8,0.5
NP_418571.1,EFP,PF01132,9.5e-26,84.4,0.0,1.6e-25,83.7,0.0
NP_418571.1,EFP_N,PF08207,1.1e-25,84.3,0.0,3.6e-25,82.7,0.0
NP_418578.1,Pyr_redox_2,PF07992,1.4e-12,42.5,0.5,2.7e-06,21.9,0.4
NP_418579.2,tRNA-synt_2,PF00152,2e-53,176.3,0.0,2.6e-53,176.0,0.0
NP_418583.1,MS_channel_2nd,PF00924,3.6e-27,89.3,2.6,6.5e-27,88.4,2.6
NP_418585.4,MMR_HSR1,PF01926,1.5e-06,23.3,0.0,3.7e-06,22.0,0.0
NP_418586.4,RNase_T,PF00929,1e-42,141.4,0.0,1.2e-42,141.2,0.0
NP_418589.1,TsaE,PF02367,1.1e-43,143.2,0.0,1.2e-43,143.0,0.0
NP_418591.1,HATPase_c,PF02518,5.6e-10,34.6,0.0,1.4e-09,33.3,0.0
NP_418592.1,IPPT,PF01715,1.8e-93,307.5,0.0,2.2e-93,307.3,0.0
NP_418594.1,MMR_HSR1,PF01926,2.7e-24,80.5,0.1,8.2e-24,78.9,0.1
NP_418598.1,Adenylsucc_synt,PF00709,3.6e-186,613.8,0.0,4.2e-186,613.5,0.0
NP_418600.4,S1,PF00575,1.7e-20,68.1,0.3,4.1e-20,66.9,0.3
NP_418601.1,SpoU_methylase,PF00588,8.2e-46,150.6,0.0,1.3e-45,149.9,0.0
NP_418601.1,SpoU_sub_bind,PF08032,1.2e-20,68.6,0.1,5.2e-20,66.6,0.1
NP_418617.1,OMPdecase,PF00215,1.1e-48,160.9,0.6,1.3e-48,160.8,0.6
NP_418621.5,Ribosomal_S6,PF01250,9.6e-34,110.4,0.1,1.3e-33,110.0,0.1
NP_418622.1,SSB,PF00436,4.1e-15,50.7,0.0,4.4e-15,50.5,0.0
NP_418623.1,Ribosomal_S18,PF01084,2e-26,86.8,0.5,2.6e-26,86.5,0.5
NP_418624.1,Ribosomal_L9_C,PF03948,1.6e-27,90.8,1.7,2.5e-27,90.1,1.7
NP_418624.1,Ribosomal_L9_N,PF01281,2.4e-24,79.6,0.3,4.7e-24,78.7,0.3
NP_418628.4,FKBP_C,PF00254,4.3e-33,108.5,0.0,8e-33,107.7,0.0
NP_418631.2,EamA,PF00892,3.9e-21,70.7,31.6,2.2e-15,52.1,10.8
NP_418632.1,Epimerase,PF01370,1.4e-06,22.8,1.1,2.3e-06,22.1,0.1
NP_418634.1,Metallophos,PF00149,7.4e-17,57.3,0.0,1.5e-16,56.3,0.0
NP_418639.1,CNNM,PF01595,1.6e-44,146.6,3.4,3.2e-44,145.7,3.4
NP_418639.1,CorC_HlyC,PF03471,3.4e-24,79.7,0.1,7.7e-24,78.5,0.1
NP_418639.1,CBS,PF00571,3.7e-09,31.8,1.6,2.8e-05,19.4,0.1
NP_418654.1,Mur_ligase,PF01225,1e-24,81.7,0.0,5.5e-24,79.4,0.0
NP_418654.1,Mur_ligase_C,PF02875,2.3e-21,71.9,0.0,4.3e-21,71.0,0.0
NP_418654.1,Mur_ligase_M,PF08245,1.1e-18,62.9,0.0,1.5e-18,62.4,0.0
NP_418659.1,ATP-cone,PF03477,1.3e-24,81.5,1.5,2.5e-23,77.4,0.6
NP_418663.1,E1-E2_ATPase,PF00122,3e-26,86.2,0.3,1.7e-25,83.7,0.0
NP_418663.1,Hydrolase,PF00702,2.3e-19,65.4,2.2,1.2e-17,59.8,2.2
NP_418666.1,OTCace_N,PF02729,1.4e-49,162.9,0.1,3.7e-49,161.6,0.1
NP_418666.1,OTCace,PF00185,7.7e-29,95.7,0.0,1.1e-28,95.2,0.0
NP_418670.1,adh_short_C2,PF13561,9.6e-53,174.1,0.9,1.2e-52,173.7,0.9
NP_418670.1,adh_short,PF00106,5.7e-48,157.9,0.1,6.9e-48,157.6,0.1
NP_418670.1,Epimerase,PF01370,2.3e-08,28.6,0.1,4e-08,27.9,0.1
NP_418672.4,TetR_N,PF00440,2.5e-15,51.0,0.1,7.1e-15,49.5,0.1
NP_418675.1,OTCace,PF00185,2.4e-56,185.0,0.1,7.1e-56,183.5,0.1
NP_418675.1,OTCace_N,PF02729,1.7e-51,169.2,0.0,2.7e-51,168.5,0.0
NP_418679.1,tRNA-synt_1,PF00133,3.6e-166,547.9,1.8,4.7e-166,547.5,1.8
NP_418679.1,Anticodon_1,PF08264,7.5e-45,147.4,0.0,1.6e-44,146.3,0.0
NP_418679.1,tRNA-synt_1g,PF09334,2.3e-19,64.3,1.5,3.9e-09,30.6,0.1
NP_418679.1,Val_tRNA-synt_C,PF10458,9.7e-18,59.2,6.1,2.3e-17,58.0,6.1
NP_418679.1,tRNA-synt_1_2,PF13603,6.2e-11,37.0,0.0,2.3e-08,28.7,0.0
NP_418684.1,ResIII,PF04851,8.3e-07,24.0,0.1,0.0001,17.2,0.1
NP_418687.1,adh_short,PF00106,4.1e-67,220.4,1.1,5e-67,220.1,1.1
NP_418687.1,adh_short_C2,PF13561,4.8e-60,198.0,0.2,5.5e-60,197.8,0.2
NP_418688.1,ADH_zinc_N,PF00107,1.4e-30,100.8,0.1,2.9e-30,99.8,0.0
